Time (s),Setpoint,pH — Conventional PI,pH — IMC PI,pH — IMC-scheduled PID,pH — Pure gain-scheduled PID,Qb — Conventional PI,Qb — IMC PI,Qb — IMC-scheduled PID,Qb — Pure gain-scheduled PID,pH — Horn IMC-PI,pH — C1,pH — C2,pH — C3,pH — C4,pH — C2b,pH — C4b,Qb — Horn IMC-PI,Qb — C1,Qb — C2,Qb — C3,Qb — C4,Qb — C2b,Qb — C4b
111244.9442197431,4.0,3.650167168123561,3.581195669303715,3.5972411878922737,3.6250083042574617,5.044339155536255,4.943269587459596,4.957410227791898,5.011716486550948,3.612348049183503,3.566010793122632,3.5747582403047935,3.5720299368214627,3.616068364162014,3.682737652899604,3.633720606667787,4.985387335963671,4.921935982960893,4.928682706952737,4.925491185988128,4.941895485282633,5.05314090900675,4.999626121145507
111504.95577581227,4.0,3.6609527906742803,3.564610795358972,3.5819970657053855,3.6263290212094264,5.071096386083137,4.950744571032621,4.965448047031409,5.033910052950304,3.6049443339936285,3.5453655213983217,3.554202515891861,3.551036236433639,3.589267239314617,3.689814197120608,3.627010718183429,4.999133751166563,4.926625329047916,4.932476346647505,4.9294233920109605,4.942974529815463,5.06839030068058,5.011471284749575
111764.96733188142,4.0,3.6821153957131254,3.5549494884928876,3.5736304881095027,3.6369449077524565,5.095382928831701,4.958076185634797,4.9731935002719885,5.054949066357786,3.6048765217475407,3.531696276917927,3.5403015990219036,3.5368669652310407,3.5700543994683116,3.7028687243451843,3.626919981709626,5.012224019079832,4.931382984679622,4.93614799960853,4.933320845591969,4.944028212277522,5.081398582702032,5.022478854310831
112044.97977687897,4.0,3.7138873667728762,3.550088044797491,3.5700943179440294,3.6563619956974245,5.118225768080707,4.965817053426928,4.9812329678573475,5.075968175354352,3.610767831291906,3.5225510171934493,3.5305816546452915,3.5270175417431875,3.5552711463849827,3.721292232315367,3.6320747253468157,5.025588426309621,4.936548013077825,4.940000641313972,4.937483611824007,4.945143422482892,5.0932511747784215,5.0334987413358565
112304.99133294814,4.0,3.7497755419403447,3.5493504179663766,3.570511019829269,3.6801928395191026,5.135972503527639,4.972859242898122,4.988431245956906,5.093702367797131,3.6203569429806692,3.517849197766752,3.5250769131855924,3.521518034450762,3.5454620077191987,3.7409182298810393,3.640382305377555,5.037305850115335,4.941357346797033,4.943503262116998,4.941317158339742,4.946165801745575,5.10250358510189,5.0430184565036384
112565.0028890173,4.0,3.79006046250732,3.551328753768918,3.5735609823016614,3.7083827409162295,5.150139227912264,4.979756557789212,4.995380501833115,5.109520937480516,3.632931290034296,3.5158668003123417,3.522062231834874,3.5186113965649635,3.538397472336603,3.761858667591937,3.65115261457162,5.048342864918949,4.94616060378942,4.946945490102775,4.945118700496471,4.947178506384266,5.110273998760223,5.051894046290429
112825.01444508646,4.0,3.832945462789388,3.555377906199796,3.5785916576295143,3.739892702524746,5.1606391650622525,4.986504079800299,5.002086374269699,5.123283732192166,3.647775030832397,3.515953866166602,3.5209146278775374,3.5176598980973743,3.53337384638962,3.783273689276113,3.6637192881894207,5.058688462084508,4.950943523337376,4.950334725161056,4.948886536719189,4.948183455409251,5.116748539805384,5.060158139427572
113105.02689008402,4.0,3.8797315767506295,3.5615092617921693,3.5856721596817227,3.776405990914363,5.167951613827057,4.993597835033463,5.009041302484527,5.1357096254939805,3.66565934260473,3.517815288444512,3.521248270354399,3.5182888172694375,3.529666118037159,3.8061131087037317,3.6786807337069782,5.069049043064114,4.956058858065998,4.953931125235083,4.9529045599370285,4.94925852190189,5.122474204877369,5.068406331511397
113365.03844615316,4.0,3.921361254621015,3.5684671656696922,3.593405704127825,3.811635826086141,5.171342123447664,5.000020185127142,5.015256427130681,5.144998835523213,3.683551286409218,3.520806711352811,3.522660744841666,3.5200420851149463,3.5274104967406057,3.8265755583139627,3.693479595114102,5.077943142586245,4.960766583046952,4.957224593892268,4.956597133529942,4.950251081338701,5.126810404657827,5.075488000636893
113625.05000222233,4.0,3.958892261161046,3.5763643234066387,3.601972300225848,3.847056152066303,5.17195909382923,5.006280572613247,5.021242066904661,5.152166635766986,3.7022984536879133,3.5247391501802556,3.524880394312422,3.5226571453515976,3.5260180142394657,3.8459376794440776,3.7088296257361453,5.086142224114816,4.965426653798184,4.960476227108482,4.960251337711535,4.951238787050783,5.130360492308464,5.082039538597543
113885.06155829149,4.0,3.9902923128498924,3.584991467752624,3.6111592345342607,3.881555884810013,5.170445287197369,5.012376430823199,5.027002793163461,5.157326426298827,3.721583017881978,3.5294079605104107,3.527720484598422,3.5259392434910946,3.525284826717771,3.8639455446525472,3.7244778330992894,5.093656476593475,4.9700337215598385,4.963687786842158,4.963866084058795,4.952222095568418,5.1332631114284455,5.088086075704526
114165.07400328905,4.0,4.015691778731688,3.5949113324713955,3.621556318196923,3.9163926594052034,5.167250812239827,5.018755003281711,5.032960591006823,5.1608467934978295,3.742634262676613,3.5350787019110057,3.53131050233776,3.5300494315200472,3.525056614437166,3.881652760042472,3.7414259317796126,5.101001065359231,4.974931079078326,4.967103058356817,4.967713744670327,4.953276508084727,5.135803496825226,5.094062099305686
114425.0855593582,4.0,4.031050934488115,3.604569756085062,3.6315392835558544,3.9454713023431607,5.1635574872291,5.024503647624096,5.038269638197115,5.162483908697935,3.7621839135757833,3.540811202993514,3.5350226323262595,3.5342792115904804,3.5252423911065094,3.8964648706405427,3.7570713014170125,5.10714940810245,4.979415579766467,4.970235172909172,4.97124389735573,4.954251656501698,5.137727390285796,5.099141332379977
114685.09711542736,4.0,4.0391162066753,3.6145537591820776,3.641732584847063,3.970512886235024,5.159738633591999,5.030083600054097,5.043369040333972,5.162844250734985,3.781511690862848,3.546895608137692,3.539014550500389,3.5388168428712645,3.5257207423059076,3.9097171352390476,3.772483691509219,5.112677919761628,4.983836701827352,4.973330277211365,4.974732378438591,4.955223190410557,5.139318161452045,5.103794781635623
114945.10867149652,4.0,4.041229292118856,3.6247811334874744,3.65205377561899,3.990947004606031,5.156188545200116,5.035494509486015,5.048264101836893,5.162235120793034,3.8004233375273184,3.553257369379347,3.5432228079115484,3.543594439953741,3.5264245418121565,3.9214718348024524,3.787547393576366,5.117617299788124,4.988192403408311,4.976388927440787,4.978178747173378,4.95619124744447,5.140642710884061,5.108048682202562
115205.12022756567,4.0,4.039044573407166,3.635184903717125,3.662436394933741,4.006566589043886,5.1531401545481765,5.040736426164949,5.052960248907107,5.160957203038667,3.818747224538004,3.5598375335274,3.54759826646561,3.5485590427162923,3.5273022465152013,3.9318258572585005,3.8021677229500574,5.122001948268707,4.992481078495805,4.979411556274486,4.981582660848676,4.957155932065615,5.141753775753785,5.111929224801318
115485.13267256322,4.0,4.0337282626602,3.646523215549828,3.6736248069550133,4.018199447667701,5.150532564120482,5.046193052649868,5.0578015158036616,5.159142689607378,3.837653165523399,3.567114617124288,3.5524537193263397,3.554067345024038,3.5283966819440007,3.9415445097764885,3.817329816271087,5.126146377001749,4.997023257394513,4.982626800356936,4.985200635115618,4.958191142594714,5.142758456760672,5.115720450787644
115745.14422863239,4.0,4.027464021374401,3.6571277652278114,3.6839742494353986,4.0247019739155245,5.148744776722378,5.051085665733121,5.062102244227419,5.157288116097159,3.8543079667214846,3.57400955782238,3.5570641873651025,3.5592981083266384,3.5295192712438315,3.9493736716422863,3.8308046711861947,5.129500590960587,5.0011690268083475,4.985575627457804,4.988515609067798,4.959149056083144,5.143546810614215,5.118907807915714
116005.15578470155,4.0,4.020935678797157,3.6677663662054267,3.694248899332233,4.027774423252797,5.147514175762572,5.055811552097811,5.066221224968631,5.155443240376248,3.869993622453597,3.581006686032797,3.5617492804580446,3.564614579968257,3.530720435129209,3.956181196305154,3.8436524122544946,5.1324206576332765,5.00524473588079,4.988489284440781,4.99178751618376,4.96010378758365,5.144220936023334,5.121799726453784
116265.16734077071,4.0,4.014799325703592,3.6784064839983484,3.7044196164624195,4.0281930844838225,5.146758760845009,5.060372035057094,5.070164106501087,5.153724189832113,3.8846365218755263,3.5880822255191736,3.566491211770843,3.569996903403682,3.5319823447735774,3.962087613209252,3.8558423843911234,5.134947546452731,5.009249831461693,4.991367953056667,4.9950162604193045,4.96105537233103,5.144799800909875,5.124419930297436
116545.17978576827,4.0,4.009068148851796,3.689834606931741,3.7152289495884014,4.026543011079005,5.146369519700045,5.065100158105337,5.074219824657184,5.152094567673409,3.899184613912433,3.5957676654642032,3.5716455307644717,3.5758489131800872,3.533393533312292,3.9675684810456433,3.8682130572775066,5.13727540823066,5.01348358020131,4.994429105456378,4.998445030541982,4.96207666776054,5.1453338403837465,5.1269637641297985
116805.19134183742,4.0,4.004749747656782,3.7003920710699325,3.7251116141869685,4.023770284736906,5.146303265857597,5.069322411861191,5.0778149852655785,5.1508238258560395,3.9115349566666158,3.6029483868141243,3.5764643013965207,3.5813213659972303,3.534741169724387,3.9719481660679885,3.878988661280457,5.13911322876872,5.017340865667864,4.997235576881335,5.001583971522659,4.963021796648818,5.145759557744319,5.129090606257864
117065.20289790658,4.0,4.001432274856551,3.710874984016104,3.73482862877142,4.0203613391183355,5.146434302172126,5.073384842441206,5.081251346508176,5.149794550405983,3.922769652358498,3.6101584869368364,3.5813056841105584,3.5868206745603546,3.5361163514272227,3.975736410282887,3.8890804528703535,5.140677210297354,5.021126663595783,5.000007478211431,5.004679655962499,4.963963844210045,5.146127739335167,5.131011462070726
117325.21445397574,4.0,3.999056077393312,3.721263983087077,3.7443664391119076,4.016731053602832,5.146689821150649,5.077289704635776,5.084534450789807,5.148996281818987,3.9329094777903384,3.617387253149466,3.5861628922717284,3.592338889721699,3.5375128346546023,3.9790120772702844,3.898497610306376,5.142001835437952,5.024840888577779,5.002744919349868,5.007732102848945,4.964902822771094,5.146446484847922,5.132745038445033
117605.2268989733,4.0,3.9974184169596105,3.732327028301918,3.7544246668326386,4.0129128371325,5.147036432879503,5.081321540848342,5.087904992470218,5.148369973459996,3.9426488974859737,3.625182616392919,3.5914052261520317,3.598295351174119,3.5390350449007397,3.982045418340192,3.9079027898367302,5.143196965027168,5.028760767942207,5.005654513350459,5.010971042617675,4.965910609193473,5.146742252617169,5.13442239509455
117865.23845504245,4.0,3.996602498673854,3.742466681806019,3.763556605182224,4.009658878660725,5.147376448096386,5.084907189956538,5.090887221760104,5.147975375161388,3.950652564123358,3.632422771453582,3.596279153871638,3.603833544292312,3.540461576366235,3.984466715043814,3.915974900995379,5.144122348445433,5.032326376857524,5.008320710295825,5.0139338281358015,4.966843241865524,5.146978916461449,5.135820902925205
118125.25001111161,4.0,3.9963127132846625,3.752463063375124,3.7724806795890706,4.006801772789389,5.147700863191143,5.088343393164029,5.093732812248329,5.147729803131327,3.957719458389536,3.6396576573621524,3.6011552913003273,3.6093742204270307,3.5418977460673013,3.986560252839547,3.923436197383659,5.144896387442802,5.0358205722818425,5.0109527564457,5.016853543468178,4.967772828807686,5.1471840434752085,5.137081261296079
118385.26156718077,4.0,3.9964067713476363,3.7623026595265143,3.781190825886791,4.004393359698754,5.147988835270569,5.091633138861731,5.096446988268655,5.147603311521885,3.963919855193927,3.6468814413387554,3.606030750392966,3.614913758757475,3.5433413531344713,3.9883705921126626,3.9303151029338474,5.145541628603435,5.039243517088337,5.013550749996679,5.019730272547192,4.968699374524458,5.147361844561075,5.138216816705294
118665.27401217833,4.0,3.996791651877488,3.772709479259049,3.790326240997114,4.0023103019928215,5.148245165084061,5.09501575854632,5.099228854621037,5.1475682767162025,3.9697132126877066,3.6546425155044004,3.611277732342854,3.6208746204941518,3.5449023763565886,3.9900475224575884,3.9371068910754206,5.146115050121506,5.0428503228738455,5.016310620761004,5.022780326038814,4.969693795927691,5.147526922959869,5.139314074293284
118925.28556824749,4.0,3.9972986015209355,3.7821845337986217,3.7985779549995784,4.000826236505896,5.148429042816362,5.0980115232212615,5.101686338543635,5.147603303468974,3.9743520684172866,3.6618271315521764,3.6161445109682244,3.626402436644213,3.546356415932493,3.991386703308527,3.9428752262493805,5.1465528855043905,5.0461260004124595,5.018838209740265,5.025568097845581,4.970614035823954,5.147659030640077,5.140228009005173
119185.29712431664,4.0,3.997862772481413,3.7914672193772834,3.8066043172309123,3.999733071599799,5.148562324954272,5.100870936060754,5.104027818602016,5.147681686316037,3.9783536773920076,3.6689860211111553,3.621004290202405,3.6319208769489726,3.5478137674599455,3.992545183919193,3.9481584226688495,5.146914603606261,5.049331200855842,5.0213320596389295,5.028313217427826,4.971531243360619,5.1477735188964076,5.1410510991597995
119445.3086803858,4.0,3.998421513787437,3.800547751816304,3.8144035496037088,3.9989786986948173,5.148650139823486,5.103597537239132,5.106258065935984,5.147786052405379,3.9817892456639363,3.676115139252309,3.625855555252976,3.6374278793557493,3.549273648068032,3.9935474652345646,3.95298886729202,5.147212676542404,5.052466254684354,5.023792278646646,5.03101581600872,4.9724454203891195,5.147872728432521,5.141792338542171
119725.32112538336,4.0,3.9989684143112747,3.810090473493406,3.8225476009305397,3.998480709654499,5.14870210200671,5.106389530567282,5.108540801095092,5.147911792688953,3.9849329356331578,3.683754975909242,3.6310689296431056,3.643343563873514,3.550847959981494,3.9944763591005694,3.9577211005075554,5.147474625886848,5.055764439247106,5.0264042631433385,5.033878916501805,4.973426531342913,5.147964806217727,5.142508360821177
119985.33268145252,4.0,3.9993985375009635,3.818723550289668,3.82987278323982,3.9982508600426137,5.148719314867434,5.10885204248441,5.110554725763078,5.148029962168861,3.987401700743783,3.6908102447010243,3.6358983508657774,3.6488210028873973,3.55231130043689,3.9952185172200116,3.9617120630879827,5.147672522218659,5.058755013334457,5.028794996762167,5.036493666856682,4.974334418902195,5.148038465614989,5.143104655838395
120245.34423752167,4.0,3.9997423676811246,3.827129672333567,3.836970040535347,3.9981914453038754,5.148714749134949,5.111193233727608,5.112471300665383,5.148141983623461,3.98949477477087,3.6978244901367923,3.6407154860869437,3.6542816818692865,3.5537756904594966,3.995860798292554,3.9653452370282323,5.147834425661106,5.061676676260301,5.031152458811585,5.039066364920851,4.975239280025596,5.148102278177949,5.143641647983671
120505.35579359083,4.0,3.9999992871268204,3.835302527337981,3.8438404142362432,3.998255836595163,5.148695587425062,5.113416986606173,5.1142947685302165,5.1482430802294274,3.991263088164127,3.7047943117842554,3.645519294122164,3.659724084386959,3.5552408451132598,3.996416684122593,3.9686489896367134,5.147966585847306,5.064529897166905,5.033476775662908,5.041597183555528,4.976141115717074,5.148157556368379,5.144125245871818
120785.36823858839,4.0,4.0001863931484785,3.843836975529715,3.8509873764839457,3.99841777374837,5.148665608788836,5.115684970924836,5.1161590859709385,5.1483366308139225,3.99285627543406,3.7122467901966716,3.650676592616711,3.6655630303183595,3.556819303313764,3.9969320400156865,3.9718692431593627,5.148081620505032,5.0675266304171025,5.03594296926794,5.044276054818759,4.97710894096318,5.148208844775259,5.144592422263446
121045.37979465755,4.0,4.000288745194731,3.851509000994952,3.8573921732621543,3.9986190133574153,5.1486342406495655,5.117677413871675,5.1178021463839,5.148408113686368,3.9940893878641375,3.719113829719956,3.655449622393124,3.670962893232315,3.558285384356077,3.9973439139370943,3.974572810597932,5.148167700126347,5.070239339732967,5.03819887197379,5.046720488352795,4.978004495924206,5.14824986247372,5.144981520395032
121305.3913507267,4.0,4.000335866044714,3.8589338729263,3.8635765118823806,3.9988425019534435,5.148603135199213,5.119564608873973,5.119364303524929,5.148464904578666,3.9951212928214206,3.725926451225734,3.660206418764949,3.676340159079102,3.5597516794952875,3.997700445640531,3.9770244860358033,5.148237479752471,5.072885248767557,5.040422050563865,5.049123636183053,4.978897028103683,5.148285388560546,5.145331962733692
121565.40290679586,4.0,4.000341273597545,3.8661088963195436,3.8695433728721684,3.9990685853595704,5.148574706627361,5.121350548836647,5.120849246324879,5.1485079675394445,3.9959824433521045,3.7326815235707516,3.6649460979458923,3.6816934947559985,3.5612180785241265,3.9980090836631565,3.9792461726591397,5.1482939135188,5.07546495380499,5.04261265275167,5.051485711208123,4.979786538294106,5.148316157063013,5.145647599788635
121845.41535179342,4.0,4.000314910524827,3.873554374798472,3.8757298565729785,3.9992989435481836,5.148548720797424,5.123165201192191,5.122366136800514,5.148540706409293,3.996749035565079,3.739888323420097,3.6700302324324117,3.687430359641609,3.56279729214546,3.9982952718999214,3.981404816616773,5.148342554599158,5.078169777903795,5.044935507008395,5.053983806383926,4.980741093622772,5.1483446996063895,5.145952559703756
122105.42690786258,4.0,4.00027219491834,3.8802057121615707,3.8812561090054003,3.9994909595054886,5.148529565429563,5.124753550280585,5.123701913695892,5.148560339812668,3.997335601065465,3.746514079564107,3.67473161062829,3.6927298237074555,3.5642636419401743,3.9985240308715717,3.9832119725898516,5.14837858449445,5.080614017294921,5.047058946230135,5.056261298798745,4.981624329877636,5.1483675228192975,5.14620658587497
122365.43846393174,4.0,4.000221037317812,3.8866044176518066,3.8865761962896674,3.999656619631905,5.148515242607497,5.126252823251093,5.124970986095372,5.148571524277484,3.9978213120277246,3.7530729615580984,3.679413249008735,3.6980013734870303,3.5657298707493363,3.9987220781619013,3.984846790633976,5.148407497757727,5.082994073433716,5.0491502979346325,5.058498434317538,4.9825045465633595,5.148387287833106,5.14643540309041
122625.45002000089,4.0,4.000168189784756,3.8927513109825127,3.8916943637560397,3.9997938866774123,5.148505385863698,5.127666900328272,5.12617650242675,5.14857608142116,3.9982225596815377,3.7595620435256376,3.684074315481769,3.7032437406929746,3.56719592950444,3.998893540590093,3.9863250581880503,5.148430635585958,5.08531066177049,5.0512097322884095,5.060695465258227,4.983381744486758,5.1484044040757535,5.1466415181107585
122905.46246499845,4.0,4.000114817960112,3.8990912999225023,3.8969855474735065,3.9999102651992153,5.148499063097093,5.129098857484481,5.127407135838134,5.148575498142975,3.998576133965031,3.7664689362858463,3.689069972422007,3.7088552877065526,3.5687745242210287,3.9990525469567606,3.9877585320227893,5.148450350445415,5.087735323581969,5.053392091791866,5.063016948488062,4.984323044108686,5.148420280499688,5.146840682539834
123165.47402106761,4.0,4.000071706628686,3.9047212283758963,3.9016988279590192,3.9999911232702052,5.148496400607571,5.130348125590121,5.128490161643131,5.148571422386556,3.998843993929787,3.772803954744168,3.693685681618544,3.7140330351082036,3.570240103341941,3.999179656421486,3.988956480715526,5.148464776134687,5.089922500295351,5.055385804091162,5.065131532980906,4.985193974958759,5.148432974569987,5.147006599476352
123425.48557713677,4.0,4.000036359327519,3.910106682777244,3.9062244963199446,4.0000487423456725,5.148496059727578,5.131523732521834,5.129518532535336,5.1485652100193775,3.999063726342532,3.7790605527991796,3.6982782964784273,3.719177758074305,3.571705401166823,3.9992897087014074,3.9900385583501463,5.148476208288981,5.0920485821944945,5.057348157415344,5.067206848968588,4.986061889661509,5.148443966954294,5.147156064111883
123685.49713320592,4.0,4.00000917597515,3.9152514591184806,3.910567501721035,4.000086547058939,5.148497340150151,5.132629263831261,5.130494895960101,5.148557856120024,3.9992435736347582,3.785236073090536,3.7028470074022173,3.7242882272926288,3.5731703898526805,3.9993849938419506,3.9910157064073744,5.148485234846788,5.094114393759276,5.059279344489682,5.069243187340993,4.986926789119571,5.148453485665649,5.147290709980919
123945.50868927508,4.0,3.9999897766132637,3.9201599583384943,3.914732892509891,4.000108127348815,5.148499631126104,5.1336682118917825,5.131421784402517,5.148550130689711,3.9993904439154617,3.7913279401477236,3.7073910095700704,3.729363223787697,3.5746350441106474,3.9994674941544917,3.9918978859762935,5.148492333488192,5.096120784188407,5.061179563511524,5.071240848242514,4.987788674264771,5.148461728192043,5.147412007994285
124225.52113427264,4.0,3.999976568476885,3.9251874834417775,3.919025940064184,4.000117225568967,5.1485026571586925,5.134716505621387,5.132367416415095,5.148542040156153,3.999518333262984,3.797792009278957,3.712256000195813,3.7347875489987783,3.576211963345649,3.99954400589016,3.9927520890489765,5.148498264582663,5.0982160609483005,5.063191554001096,5.073349275644337,4.988713488335589,5.148469373216623,5.147529225474662
124485.5326903418,4.0,3.9999701969261747,3.9296216277890506,3.9228388616101935,4.000115956362921,5.148505581147868,5.135627886727783,5.133199160841892,5.148535146912551,3.9996140636964213,3.8037023000084504,3.7167461346757222,3.739785026894857,3.577675850167079,3.9996051725199955,3.9934650181371847,5.148502511798298,5.100101853736922,5.065028111579425,5.075267605036277,4.989569116096264,5.148475485522867,5.147626882550206
124745.54424641097,4.0,3.999968211120997,3.9338362196009538,3.9264900621421543,4.00010821224421,5.148508340054617,5.136482785313916,5.1339885382330746,5.1485290879592345,3.999691685250927,3.809521601392817,3.721209117094582,3.744743357595979,3.579139335120564,3.99965813334427,3.9941082764026006,5.1485058015085094,5.101930982981896,5.066834344787369,5.077148237315643,4.990421732607445,5.148480778232705,5.147714861516374
125005.55580248011,4.0,3.9999693958547593,3.9378375237437697,3.929984748060216,4.000096354574675,5.148510764455965,5.137284259903563,5.134737648556025,5.148523975796104,3.999754470775639,3.815247744785231,3.725644165818153,3.7496613762978637,3.5806023984091215,3.9997039894575783,3.994688584167673,5.148508333719305,5.10370438818197,5.06861047362604,5.078991509105323,4.9912713389315995,5.148485361222519,5.147794122157241
125285.56824747767,4.0,3.9999729726832296,3.941915634529449,3.9335791754658502,4.000081165575817,5.148512900013377,5.138091014024142,5.135501645750183,5.148519554661593,3.9998085899221545,3.821307827984097,3.7303882445298595,3.7549113053455665,3.5821775114844496,3.9997465179959435,3.9952501024644156,5.1485103969604,5.105552990636699,5.0704898191501595,5.080935185309915,4.992182934424543,5.148489611892048,5.147870719317546
125545.57980354683,4.0,3.999977464685372,3.9454952365266984,3.9367653530344704,4.000066373209108,5.148514414396411,5.1387908038615056,5.136173417572885,5.148516410795709,3.9998486760799703,3.8268340771534626,3.734762811601568,3.759741953072346,3.583639638286125,3.9997805177848975,3.9957184655375104,5.148511832197443,5.107213745217179,5.072204148918577,5.0827019748336655,4.993026292364564,5.148493010295184,5.147934536608256
125805.591359616,4.0,3.9999823555894327,3.948882499314758,3.939810883842305,4.00005201100368,5.148515497319583,5.13944585520951,5.136810791188894,5.148514105158168,3.999880840079401,3.8322612592979857,3.7391070881895545,3.7645288187404002,3.585101285782387,3.9998099568525505,3.9961408359794093,5.148512908420742,5.108821781479156,5.073889083422765,5.084432492581442,4.993866643601588,5.148495952959651,5.147992031009132
126065.60291568514,4.0,3.9999871283342534,3.952084583259659,3.942720823087329,4.0000388006177,5.148516197171939,5.14005875268239,5.137415493724536,5.148512527420085,3.9999065733300663,3.837587723059904,3.743420326693856,3.7692708174955203,3.5865624358663166,3.9998354470472863,3.9965216935916983,5.148513705755691,5.110378109029151,5.075544863284985,5.086127108927484,4.994703989339256,5.148498500994814,5.148043829227862
126345.6153606827,4.0,3.9999917430169605,3.9553342005447583,3.945708680283067,4.000026363297431,5.148516595944799,5.140674482352004,5.138032059030736,5.148511503683005,3.999928492065728,3.843209547949552,3.748029796209139,3.774326192536853,3.5881354052531673,3.999859087851554,3.9968900596830768,5.148514325069458,5.1119974999880835,5.077295687569029,5.087912364172829,4.995602386529979,5.148500864237984,5.148093887915118
126605.62691675186,4.0,3.999995332343883,3.9581748806762107,3.9483528351913564,4.000016699882418,5.148516710672334,5.141207584788511,5.138574070672339,5.1485110513599315,3.9999445230364263,3.8483221687027065,3.7522762283818825,3.778971646102957,3.5895954650345714,3.999877987907339,3.9971971950198317,5.1485147308391905,5.1134497161075805,5.078891705156763,5.089533632896756,4.9964334940775155,5.148502753626479,5.148135595351321
126865.63847282103,4.0,3.999998171089573,3.9608527563273563,3.95087645866929,4.000008891691024,5.148516648456213,5.141705763130408,5.139088222818805,5.148510962325053,3.999957220385948,3.8533298937769773,3.7564893911192887,3.783569053003463,3.5910549724805207,3.9998943528734925,3.9974740778313973,5.148515013480596,5.114853409268768,5.0804593382671985,5.0911201874110485,4.997261600053654,5.148504389626254,5.148173171103573
127125.65002889017,4.0,4.000000266883092,3.9633750643958874,3.953284252774873,4.000002854251444,5.1485164697328365,5.142171138291794,5.1395759273758745,5.148511135023437,3.9999672392773493,3.8582316727253234,3.760668584617956,3.7881174372815383,3.592513909845647,3.9999085228078055,3.997723672669828,5.1485152033011214,5.116209635389103,5.08199884649784,5.092672428154987,4.99808670580883,5.148505806217545,5.148207024565501
127405.66247388773,4.0,4.000001768175587,3.9659256264352387,3.955752993228966,3.999998143238908,5.148516205043905,5.142637932736882,5.140073108975817,5.148511514090578,3.999975641805317,3.863391004524887,3.7651304788745548,3.7929597900855256,3.594084415262856,3.9999216647685483,3.9979650145051897,5.148515330874398,5.117618322000022,5.083625628020996,5.094306164609284,4.998971927552578,5.148507120063905,5.148239741550399
127665.67402995689,4.0,4.00000256660663,3.968147578848814,3.9579347728108827,3.9999952060885122,5.1485159345489215,5.143041489176205,5.1405100990013946,5.148511969491054,3.9999816837933393,3.868070062865358,3.769236946271676,3.797403376609732,3.5955421118959245,3.9999321714072895,3.9981661900748167,5.148515397271189,5.11887936720693,5.085107571274156,5.095788446591167,4.999790806553884,5.1485081704642734,5.148267000692324
127925.68558602605,4.0,4.0000029090725375,3.9702356092067697,3.9600144982289467,3.9999934155253016,5.14851567004805,5.143418103452283,5.14092456575015,5.148512467092275,3.9999863844042087,3.872640926057208,3.7733073822265006,3.8017951396391902,3.5969991837762407,3.9999412688250606,3.9983475114629816,5.148515427759069,5.120096234287115,5.086562215141153,5.09723768773152,5.000606689720038,5.14850907998942,5.148291559680353
128185.69714209522,4.0,4.000002911004702,3.972196458747882,3.961996405773368,3.999992540156635,5.148515430867456,5.143769475357528,5.14131765835366,5.148512965108212,3.999990020665823,3.877103186453108,3.7773411490401068,3.8061342400630918,3.598455613060455,3.9999491460430656,3.998510931671457,5.148515432876629,5.1212699996837605,5.087989836124767,5.0986543139620935,5.001419578552079,5.148509867532288,5.148313686014743
128465.70958709277,4.0,4.000002654168925,3.9741734333881884,3.964026088739819,3.999992372078529,5.148515214348413,5.144121485315213,5.141718336497758,5.148513468268012,3.9999930009728626,3.8817869602309587,3.781643485772058,3.810747303909997,3.6000233361941385,3.9999564518296338,3.998668920312536,5.1485154191260945,5.1224870881491,5.089497374827198,5.100143931714495,5.002291650366578,5.148510597952156,5.1483350697186845
128725.72114316192,4.0,4.000002272464809,3.975890880987927,3.9658178347239983,3.9999927290522224,5.1485150563051905,5.144425455249889,5.142070463254884,5.14851388468931,3.9999950884881867,3.8860230456554508,3.785599132263854,3.814974511219677,3.6014783736013447,3.999962292627282,3.9988005941460583,5.148515394781216,5.123574776928857,5.09086977112469,5.101494203600043,5.003098325155961,5.148511181909929,5.148352886314308
128985.73269923108,4.0,4.000001828198006,3.977500700457183,3.9675240172196085,3.9999934103631407,5.1485149394237455,5.144708835193825,5.142404404470234,5.148514241695605,3.9999966661676285,3.890150262860219,3.7895162597405565,3.8191467148804996,3.6029327131479825,3.9999673500328194,3.998919256748506,5.148515363761689,5.124622676042928,5.092216018399673,5.102813203975453,5.003902010465363,5.14851168754841,5.14836893817736
129245.74425530025,4.0,4.000001376590013,3.979008816626287,3.9691483614307055,3.999994280430405,5.1485148601751884,5.144972962301713,5.142721092431202,5.1485145356767505,3.9999978461497756,3.8941688405879584,3.793394306150361,3.823263236807317,3.604386336738879,3.999971729120222,3.999026191101873,5.148515329227279,5.125631856620549,5.093536407617329,5.104101378951398,5.004702707949534,5.148512125371431,5.1483834001188615
129525.7567002978,4.0,4.0000009258671945,3.9805257355688637,3.970810256809531,3.99999530654295,5.148514810654498,5.145237316594794,5.143043860449452,5.148514783211051,3.999998773950746,3.898375480717238,3.797526337011616,3.827633414978484,3.605950956006399,3.9999757905478504,3.999129559500062,5.148515290681595,5.126676588508278,5.094929784461552,5.105454687385103,5.005561658076479,5.148512531436903,5.148397376734663
