Time (s),Setpoint,pH — Conventional PI,pH — IMC PI,pH — IMC-scheduled PID,pH — Pure gain-scheduled PID,Qb — Conventional PI,Qb — IMC PI,Qb — IMC-scheduled PID,Qb — Pure gain-scheduled PID,pH — Horn IMC-PI,pH — C1,pH — C2,pH — C3,pH — C4,pH — C2b,pH — C4b,Qb — Horn IMC-PI,Qb — C1,Qb — C2,Qb — C3,Qb — C4,Qb — C2b,Qb — C4b
252951.24227743456,7.0,9.472406961578239,5.095682494832702,6.999999999993818,5.880052666247733,4.4940072342684845,4.845340565949229,4.749999999999997,4.798869199602368,9.052593982396301,7.901707314173866,5.294380873790589,5.687519760365172,7.527438351520244,6.999999999992273,7.0,4.581456013640051,4.743993760746179,4.80697781163827,4.78670316734845,4.748451785437383,4.7499999999999964,4.75
253211.25383350372,7.0,4.561658337705565,8.711315643161969,6.999999999993818,7.783900175889243,5.02951823470202,4.655483006730049,4.749999999999997,4.7059275029817265,4.701071015396405,5.946990625112384,8.837636356417766,7.876727447038796,6.824598164034993,6.999999999992273,7.0,4.969050101516071,4.760219112013479,4.716504914087226,4.7182020007972785,4.755911578283247,4.7499999999999964,4.75
253471.2653895729,7.0,9.374744342270608,5.797762105543768,6.999999999993818,7.842541510747384,4.4595032656612545,4.834097783378645,4.749999999999997,4.778936853057375,9.316259420787208,8.15064283159006,5.223435140656947,7.833060712263362,7.5721827769784325,6.999999999992273,7.0,4.501836484649531,4.7368340767490205,4.803814497606121,4.758085808142173,4.7471317429808195,4.7499999999999964,4.75
253731.27694564205,7.0,4.71335196296773,5.655246354068075,6.999999999993818,5.864355287297935,5.04829905289531,4.766256111650069,4.749999999999997,4.7577755035718186,4.894706533606876,5.797338817625962,8.653820545828152,5.704627913402822,7.678519864745443,6.999999999992273,7.0,4.99574657318281,4.7654412439540925,4.762785219013001,4.774428790432274,4.746847019669895,4.7499999999999964,4.75
254011.2893906396,7.0,8.95752209663335,8.86343719306176,6.999999999993818,8.55268043907166,4.448745080167167,4.6679045498566785,4.749999999999997,4.718088057827384,5.783189486205344,8.14272618356311,6.6982081221275696,8.517349144730726,6.907809453055671,6.999999999992273,7.0,4.563701906507481,4.732158655296328,4.68093310401274,4.714194912068348,4.755289994395523,4.7499999999999964,4.75
254271.30094670877,7.0,5.474554611752911,5.091162802680772,6.999999999993818,5.394519745487436,5.040686030715782,4.845011763236461,4.749999999999997,4.78933201849721,9.052593982396715,5.942964052997609,7.666481923894992,5.599766003154274,7.256666932449811,6.999999999992273,7.0,4.5814560136400475,4.76800622113798,4.800593267008261,4.787482041959735,4.750538065219501,4.7499999999999964,4.75
254531.3125027779,7.0,5.608986376233663,8.723198335530489,6.999999999993818,8.686888704160388,4.498603431293946,4.655261610517422,4.749999999999997,4.706927167632703,4.701071015396326,7.924444014452253,8.7255563659833,8.111131949032183,7.757609042486035,6.999999999992273,7.0,4.969050101516077,4.732398288652211,4.676533525868086,4.7155588741817445,4.745551190004244,4.7499999999999964,4.75
254791.32405884707,7.0,8.920685577990769,5.746262667672716,6.999999999993818,5.359280661453977,4.662377072081005,4.835081661802355,4.749999999999997,4.798594427727754,9.316259420787208,6.295269445739035,5.297326429991934,7.254040320270946,7.1678697138070975,6.999999999992273,7.0,4.50183648464935,4.76641451037411,4.807102882098682,4.773635045636495,4.752880035609149,4.7499999999999964,4.75
255071.33650384462,7.0,4.702127991871798,5.423138424643049,6.999999999993818,8.514755613938172,4.948542568714594,4.804447871290113,4.749999999999997,4.700450636168711,5.088591470813493,6.56447191625047,8.837361067819016,5.661735896323385,6.902722390555233,6.999999999992273,7.0,4.988057244615536,4.742345326173877,4.706614294081148,4.776415360741212,4.754974550279881,4.7499999999999964,4.75
255331.34805991378,7.0,9.401391385576344,8.841999571176368,6.999999999993818,5.649921781226045,4.520649395173104,4.670419255794329,4.749999999999997,4.800696482091464,5.783189486205088,7.790902741653933,5.135827483519345,8.499835793637676,7.652923798190958,6.999999999992273,7.0,4.56370190650744,4.747288525342979,4.80614538046981,4.715891974894762,4.746398765212164,4.7499999999999964,4.75
255591.35961598295,7.0,4.526559670085786,5.051463547090407,6.999999999993818,8.19288419630264,5.006113247078526,4.842360810143496,4.749999999999997,4.702029659342361,9.052593982396301,6.017708606193111,8.738540072947501,5.543781681011422,7.583373917899799,6.999999999992273,7.0,4.581456013640063,4.758239544584398,4.752576220177953,4.787714002676826,4.74784353077653,4.7499999999999964,4.75
255851.3711720521,7.0,9.437313364364407,8.812111364642936,6.999999999993818,6.454581748876525,4.470644318436399,4.653796937109374,4.749999999999997,4.794138403389396,4.701071015396343,8.104141177244445,6.54066409878309,8.248005587373955,6.807877596210462,6.999999999992273,7.0,4.969050101516076,4.738313935621341,4.682804460996468,4.713946221324138,4.756092820920535,4.7499999999999964,4.75
256111.38272812127,7.0,4.624371535128329,5.495037582962828,6.999999999993818,6.387610469354903,5.040665089259499,4.8403422180184865,4.749999999999997,4.716594998684517,9.316259420787208,5.819214059904588,7.761903242521582,6.340011310192016,7.527146574283643,6.999999999992273,7.0,4.501836484649353,4.764264013159754,4.80021832410228,4.779740357170521,4.747566864244407,4.7499999999999964,4.75
256391.39517311883,7.0,9.158683142944776,5.616453058541687,6.999999999993818,8.423999379900957,4.447727902007975,4.776277569295162,4.749999999999997,4.725896365583534,5.088591470813366,8.175925210888735,8.629588953755114,5.773723905621476,7.75270122540062,6.999999999992273,7.0,4.9880572446155425,4.732497722318053,4.670347354752395,4.771268910854311,4.745846384054466,4.7499999999999964,4.75
256651.406729188,7.0,5.042576753947891,8.771421702625108,6.999999999993818,5.491991710366529,5.051361353809639,4.676501187543915,4.749999999999997,4.783026422670294,5.7831894862055435,5.889494078187117,5.426321137277438,8.452772982500331,6.974886424961121,6.999999999992273,7.0,4.563701906507419,4.7679830912081345,4.806570031928551,4.718371582422011,4.754725737658916,4.7499999999999964,4.75
256911.41828525712,7.0,8.527008239390607,5.064397154554809,6.999999999993818,8.640938524496173,4.459366164088357,4.839953397894351,4.749999999999997,4.712007256438977,9.052593982396715,8.007184005946323,8.836088117170643,5.505928064657225,7.185925615062031,6.999999999992273,7.0,4.581456013640063,4.7320911635648395,4.705749519514254,4.787002397954329,4.751397969127024,4.7499999999999964,4.75
257171.4298413263,7.0,8.393770022793678,8.825204521900407,6.999999999993818,5.335786412658271,5.001273449397037,4.653881446267292,4.749999999999997,4.7944706794941565,4.7010710153962005,6.155111978498956,5.130401313336055,8.333892228386443,7.749080609213633,6.999999999992273,7.0,4.969050101516096,4.767209193338241,4.806634147138239,4.713077194421331,4.745557392353683,4.7499999999999964,4.75
257451.44228632384,7.0,4.849199821791255,5.808345117219291,6.999999999993818,8.599848563102451,4.909103013671588,4.833905377703552,4.749999999999997,4.701262560558279,9.229983451703577,6.945119673059768,8.804456961061254,6.708133083507301,7.447576342891683,6.999999999992273,7.0,4.501033898783926,4.738070761645848,4.7389980631698485,4.7770829479920325,4.749413984949931,4.7499999999999964,4.75
257711.453842393,7.0,9.29749778281581,5.647605727586593,6.999999999993818,5.511940158178341,4.551485998351813,4.768520323963784,4.749999999999997,4.8010468344038335,5.088591470813499,7.625047951292734,5.629925910372198,5.9102350243463775,6.860762945824493,6.999999999992273,7.0,4.988057244615536,4.75270392615678,4.776695310204199,4.763847631842582,4.755491621896209,4.7499999999999964,4.75
257971.46539846217,7.0,4.597890498403985,8.762045692821268,6.999999999993818,8.39043079264809,4.979427729031263,4.6773361951890875,4.749999999999997,4.700571356691428,5.783189486205515,6.111698898299595,8.273595423661796,8.388803710390116,7.619467366404968,6.999999999992273,7.0,4.563701906507475,4.755623250925475,4.783493438370591,4.721366483586932,4.7466965234436564,4.7499999999999964,4.75
258231.47695453133,7.0,9.472406961578239,5.067653176995328,6.999999999993818,5.880052666247715,4.494007234268488,4.83951716092361,4.749999999999997,4.798869199602367,9.052593982396715,8.044341898569803,8.59133459096721,5.485083352848791,7.631043391286761,6.999999999992273,7.0,4.581456013640037,4.740024585342124,4.670026543580828,4.785299501294569,4.747350142694748,4.7499999999999964,4.75
258511.4893995289,7.0,4.624371535128311,8.717777598562877,6.999999999993818,6.387610469354903,5.040665089259497,4.6553657375677515,4.749999999999997,4.716594998684517,4.634193297289342,5.800623020019277,5.686236132201996,8.29991993802473,6.849195726242314,6.999999999992273,7.0,4.985328487341757,4.765202638508695,4.805795290506227,4.713423845722725,4.755768647739978,4.7499999999999964,4.75
258771.50095559805,7.0,9.285976879348615,5.771619905815695,6.999999999993818,8.226668316026966,4.451858472785594,4.834587837069377,4.749999999999997,4.738645735307981,9.229983451704825,8.195579577382514,8.828841271194594,6.168144921686468,7.339303766251457,6.999999999992273,7.0,4.5010338987839225,4.733049960649737,4.693541888882793,4.781333039431653,4.749571893723725,4.7499999999999964,4.75
259031.5125116672,7.0,4.840941689978638,5.679426138888103,6.999999999993818,5.635152912418831,5.052409691793781,4.7578069949792825,4.749999999999997,4.774458595281939,5.0885914708134035,5.852872996293854,5.130745792020376,6.113629911988906,7.759337609009432,6.999999999992273,7.0,4.988057244615539,4.7678095432836,4.8068385454720115,4.7468512941092555,4.745664647477844,4.7499999999999964,4.75
259291.52406773635,7.0,8.95752209663335,8.748574357778583,6.999999999993818,8.552680439071626,4.4487450801671065,4.6786730525746805,4.749999999999997,4.718088057827384,5.7831894862051305,8.063655705588173,8.800487354234793,8.31602800878683,7.056687701284255,6.999999999992273,7.0,4.56370190650744,4.731990945711055,4.738309331615744,4.724618550230222,4.7539935537155795,4.7499999999999964,4.75
259571.5365127339,7.0,8.39377002279345,5.075277025371566,6.999999999993818,5.335786412658271,5.001273449397054,4.84420572395914,4.749999999999997,4.7944706794941565,9.198052745384121,6.266014078955022,5.389625294310764,5.484956039344786,6.966692796639017,6.999999999992273,7.0,4.551697189969776,4.766584705094109,4.795929132545329,4.786179241487308,4.7541619969729,4.7499999999999964,4.75
259831.54806880307,7.0,5.07994630034078,8.77759928952297,6.999999999993818,8.657467870542055,4.837347691251942,4.654148655876907,4.749999999999997,4.7029821605111595,4.634193297289298,7.315214577516469,8.490447347062311,8.388491313598434,7.687361733215918,6.999999999992273,7.0,4.98532848734176,4.7358582288493665,4.772552346518142,4.712577057601776,4.746090740697508,4.7499999999999964,4.75
260091.55962487223,7.0,9.150834654084612,5.540433025007708,6.999999999993818,5.41979504103196,4.59085818214019,4.839470579097632,4.749999999999997,4.800381676015585,9.229983451704825,7.404295701012599,8.425178235900109,5.913381521475633,7.5144332707348465,6.999999999992273,7.0,4.501033898783925,4.758216503241574,4.667350824686018,4.7841674267011145,4.748600763916128,4.7499999999999964,4.75
260351.5711809414,7.0,4.702127991871808,6.140751309437365,6.999999999993818,8.514755613938172,4.948542568714585,4.686090198977732,4.749999999999997,4.700450636168711,5.088591470813372,6.223426439200947,5.750377961623956,6.626429513541516,6.829709043179897,6.999999999992273,7.0,4.988057244615542,4.752263964791819,4.8058443342459505,4.727505424451747,4.7558543422756925,4.7499999999999964,4.75
260631.58362593895,7.0,9.472406961578239,8.778872889273757,6.999999999993818,5.880052666247715,4.4940072342684845,4.675876113894074,4.749999999999997,4.798869199602367,5.184121289047532,8.094785271597738,8.77786164013301,8.349924126633171,7.472860075398868,6.999999999992273,7.0,4.851652938551637,4.7385909266558865,4.682688734153914,4.723053118606581,4.748116760826657,4.7499999999999964,4.75
260891.5951820081,7.0,4.561658337705565,5.062450598651168,6.999999999993818,7.783900175889158,5.02951823470202,4.840199043746572,4.749999999999997,4.7059275029817265,9.198052745384121,5.824511489230013,5.207870705833446,5.495389152955611,7.734505683270764,6.999999999992273,7.0,4.551697189969822,4.764049841718923,4.806883237562175,4.784448295987371,4.7461536224096585,4.7499999999999964,4.75
261151.60673807727,7.0,9.374744342270608,8.822905465783498,6.999999999993818,7.842541510747352,4.4595032656612545,4.653887015005378,4.749999999999997,4.7789368530573775,4.634193297289324,8.206262787961244,8.825895246455053,8.4428103038323,6.895718977342842,6.999999999992273,7.0,4.985328487341757,4.733898941396293,4.725888371618798,4.712337094661176,4.755389403845038,4.7499999999999964,4.75
261411.6182941464,7.0,4.71335196296773,5.474244922258699,6.999999999993818,5.864355287298008,5.04829905289531,4.840744448417116,4.749999999999997,4.757775503571812,9.229983451704825,5.8212681047507795,5.346004014572074,5.779814501733395,7.271467541942308,6.999999999992273,7.0,4.501033898783918,4.76745746918815,4.799071745222383,4.7857361156200975,4.750361663651235,4.7499999999999964,4.75
261691.63073914396,7.0,8.95752209663335,5.640011167687174,6.999999999993818,8.552680439071626,4.448745080167167,4.770612607425553,4.749999999999997,4.718088057827384,5.476881974353732,8.01949979184916,8.664306176153161,6.349890007915967,7.734199762940425,6.999999999992273,7.0,4.9727487650207145,4.732057145396115,4.761368956432689,4.732520149444236,4.745660713486917,4.7499999999999964,4.75
261951.64229521313,7.0,5.474554611752911,8.764610564773053,6.999999999993818,5.394519745487446,5.040686030715782,4.677101474833786,4.749999999999997,4.789332018497213,5.1841212890475425,6.134622364965547,8.038864856864533,8.246450399762317,7.353774875700542,6.999999999992273,7.0,4.851652938551637,4.7673182023213645,4.6694016347331555,4.72779228215878,4.750634480969216,4.7499999999999964,4.75
262211.6538512823,7.0,5.608986376233663,5.066647564949038,6.999999999993818,8.686888704160388,4.498603431293946,4.839655773449906,4.749999999999997,4.7069271676327,9.198052745385283,7.595347719659246,6.281015347440556,5.539433005920792,6.912944292494285,6.999999999992273,7.0,4.551697189969778,4.734237021981624,4.8031677512651365,4.781994015677089,4.7548458624405185,4.7499999999999964,4.75
262471.66540735145,7.0,8.920685577990769,8.829127478517405,6.999999999993818,5.359280661453962,4.662377072081005,4.653857645319384,4.749999999999997,4.798594427727753,4.634193297289392,7.0037009267969,8.763602200590043,8.48888519636301,7.659425054790148,6.999999999992273,7.0,4.985328487341755,4.762275467448421,4.682298157813087,4.712827800094606,4.74634117233406,4.7499999999999964,4.75
262751.677852349,7.0,4.702127991871798,5.7863840572807845,6.999999999993818,8.514755613938172,4.948542568714594,4.834308566233789,4.749999999999997,4.700450636168711,9.104898865565822,6.134070388747362,5.317121149437769,5.845908181313505,7.6732949953046345,6.999999999992273,7.0,4.504350201853534,4.754974249590753,4.806982929915542,4.784940648596761,4.7469043848239805,4.7499999999999964,4.75
263011.68940841814,7.0,9.401391385576344,5.664703492305107,6.999999999993818,5.649921781226039,4.520649395173104,4.763202358043,4.749999999999997,4.800696482091463,5.476881974353813,8.02974047265677,8.842785841757712,7.08216094178067,6.815173008552509,6.999999999992273,7.0,4.9727487650207065,4.740435852441164,4.714593061490457,4.7241482113279725,4.756046774867439,4.7499999999999964,4.75
263271.70096448733,7.0,4.526559670085786,8.75542749895948,6.999999999993818,8.192884196302611,5.006113247078526,4.6779685586293915,4.749999999999997,4.70202965934236,5.184121289047492,5.864336359630577,5.203808684378352,8.128099414961369,7.415775858506638,6.999999999992273,7.0,4.851652938551651,4.76267133621027,4.804720626687159,4.733877233130296,4.748721806933319,4.7499999999999964,4.75
263531.71252055647,7.0,9.437313364364407,5.070792339082397,6.999999999993818,6.454581748876464,4.470644318436399,4.8390549967079854,4.749999999999997,4.794138403389397,9.198052745384121,8.19697100333645,8.683010634661711,5.59511990743135,7.750316389184539,6.999999999992273,7.0,4.551697189969775,4.734944629236746,4.758699300479512,4.779334974247169,4.745893863647369,4.7499999999999964,4.75
263811.724965554,7.0,4.713351962967756,8.735417247844223,6.999999999993818,5.864355287298008,5.0482990528953104,4.655014635125967,4.749999999999997,4.757775503571812,4.682964162402647,5.845472692025147,6.086807896209203,8.47659334502245,7.153946165632611,6.999999999992273,7.0,4.998275139655997,4.767747322871163,4.696238273333586,4.712431109557489,4.753028596398456,4.7499999999999964,4.75
264071.7365216232,7.0,9.158683142944776,5.677511664154669,6.999999999993818,8.423999379900934,4.447727902007975,4.836497989129137,4.749999999999997,4.725896365583534,9.104898865565822,8.075142973416296,7.907442492724041,5.713120280764753,7.042312781766136,6.999999999992273,7.0,4.5043502018535335,4.7319888064360995,4.798789780073004,4.786453184805171,4.7531981932185365,4.7499999999999964,4.75
264331.74807769235,7.0,5.042576753947891,5.871578531021166,6.999999999993818,5.491991710366538,5.051361353809639,4.700942907308757,4.749999999999997,4.7830264226702965,5.476881974353626,6.047976686142277,8.683396481105484,7.787116948836307,7.7155587712244795,6.999999999992273,7.0,4.972748765020716,4.767715985280133,4.6747142787129095,4.719111874977236,4.745829063472931,4.7499999999999964,4.75
264591.75963376154,7.0,8.527008239390607,8.666126957177305,6.999999999993818,8.640938524496253,4.459366164088357,4.686602509138345,4.749999999999997,4.712007256438976,5.184121289047535,7.751615088831313,5.35887191048003,7.9258366754033425,7.432158898952842,6.999999999992273,7.0,4.851652938551636,4.733314418124052,4.807357082928165,4.749155093832474,4.749610907747817,4.7499999999999964,4.75
264851.7711898307,7.0,8.393770022793678,5.117509867737589,6.999999999993818,5.335786412658251,5.001273449397037,4.83380081008161,4.749999999999997,4.794470679494156,9.198052745384121,6.6458897810441036,8.85116759391676,5.668186125885808,6.868790553855221,6.999999999992273,7.0,4.551697189969821,4.764360881649961,4.711631334308551,4.776116584997122,4.755394556760592,4.7499999999999964,4.75
265131.7836348282,7.0,4.849199821791255,8.819518538890494,6.999999999993818,8.599848563102451,4.909103013671588,4.653877174406029,4.749999999999997,4.701262560558281,4.682964162402599,6.25017345734832,5.10644252933845,8.50838739963931,7.534191058338362,6.999999999992273,7.0,4.998275139655996,4.751414195155029,4.806117383679459,4.713486756414335,4.7474974865745025,4.7499999999999964,4.75
265391.79519089736,7.0,9.29749778281581,5.481391343273536,6.999999999993818,5.511940158178339,4.551485998351813,4.840600177531997,4.749999999999997,4.801046834403833,9.104898865565822,7.958310397884162,8.75977207916183,5.627403016541489,7.705389023666867,6.999999999992273,7.0,4.504350201853536,4.742419533734669,4.74734246378943,4.7873092687024394,4.746537431593057,4.7499999999999964,4.75
265651.80674696655,7.0,4.597890498403985,6.335667184998269,6.999999999993818,8.39043079264809,4.979427729031263,4.68220282256028,4.749999999999997,4.700571356691427,5.476881974353622,5.911182872909045,5.955873589478133,8.054155028169378,6.841505623472505,6.999999999992273,7.0,4.972748765020716,4.761235030927299,4.709102979278124,4.716201607829457,4.755831220163288,4.7499999999999964,4.75
265911.8183030357,7.0,9.472406961578239,8.61680334727567,6.999999999993818,5.880052666247697,4.494007234268488,4.691139978977403,4.749999999999997,4.798869199602368,5.184121289047107,8.172025708261097,8.02658736794222,7.485427879209587,7.353211636759952,6.999999999992273,7.0,4.85165293855181,4.736082176988297,4.798176776252443,4.77103962861398,4.749414027518407,4.7499999999999964,4.75
266191.83074803324,7.0,4.624371535128311,5.065640403482495,6.999999999993818,6.387610469355127,5.040665089259497,4.839790956320085,4.749999999999997,4.7165949986845135,9.298358461414434,5.817057686634243,8.582783703980235,5.638765845645516,7.750705728875475,6.999999999992273,7.0,4.531007964810203,4.7673741177985045,4.668441163696932,4.777445641391349,4.745550644695041,4.7499999999999964,4.75
266451.84230410244,7.0,9.285976879348615,8.827158775452112,6.999999999993818,8.226668316026934,4.451858472785594,4.653871443919573,4.749999999999997,4.738645735307982,4.682964162402658,8.122628200633232,5.515920451428298,8.508237923468453,7.2472837214665695,6.999999999992273,7.0,4.998275139655994,4.732051067597215,4.806727319477146,4.715271839681335,4.751977217618858,4.7499999999999964,4.75
266711.85386017157,7.0,4.840941689978638,5.464381916851584,6.999999999993818,5.635152912418836,5.052409691793781,4.840952173031963,4.749999999999997,4.774458595281942,9.104898865565822,5.973721040423548,8.839569182660828,5.568643210967153,6.979196562004727,6.999999999992273,7.0,4.504350201853669,4.767959992411165,4.7007829168710495,4.787607281408729,4.754002289643248,4.7499999999999964,4.75
266971.86541624076,7.0,8.95752209663335,6.471153072183217,6.999999999993818,8.552680439071692,4.4487450801671065,4.68053415762318,4.749999999999997,4.718088057827382,5.476881974354057,7.8763720479345025,5.103139271271585,8.1907939691833,7.692741686136123,6.999999999992273,7.0,4.9727487650207,4.732625739874771,4.806020715680433,4.714619794897418,4.746041511266617,4.7499999999999964,4.75
267251.8778612383,7.0,8.39377002279345,8.759216870657047,6.999999999993818,5.335786412658251,5.001273449397054,4.677601424406153,4.749999999999997,4.794470679494156,4.947402363152899,6.923298358766034,8.803881678280543,7.751021960432484,7.624467488576944,6.999999999992273,7.0,4.918521707098392,4.762778724020235,4.735851241128805,4.763498607288208,4.747417981026645,4.7499999999999964,4.75
267511.88941730745,7.0,5.07994630034078,5.068888391236486,6.999999999993818,8.657467870541971,4.837347691251942,4.839341148924719,4.749999999999997,4.7029821605111595,9.298358461414434,6.439762323760946,5.540752004882193,5.730294345065305,6.803704613726341,6.999999999992273,7.0,4.531007964810075,4.745301753229472,4.786268751072641,4.773264999975607,4.756139418606182,4.7499999999999964,4.75
267771.9009733766,7.0,9.150834654084612,8.835388895267597,6.999999999993818,5.4197950410319615,4.59085818214019,4.6537961272571575,4.749999999999997,4.800381676015584,4.6829641624026115,7.852961567516576,8.385688398469085,8.469240455957108,7.484228804750155,6.999999999992273,7.0,4.998275139655995,4.745407467906134,4.7814620517238176,4.717595207035773,4.747999450500133,4.7499999999999964,4.75
268031.9125294458,7.0,4.702127991871808,5.4405066839263645,6.999999999993818,8.514755613938172,4.948542568714585,4.841482113957419,4.749999999999997,4.70045063616871,9.104898865565822,5.978735347994227,8.584316681993512,5.5155308090126,7.730186439731015,6.999999999992273,7.0,4.504350201853666,4.759325350632296,4.666878538117781,4.787337715317376,4.746215763918144,4.7499999999999964,4.75
268311.92497444333,7.0,9.472406961578239,5.714447988575776,6.999999999993818,5.880052666247697,4.4940072342684845,4.741735963679444,4.749999999999997,4.798869199602368,8.219123459663258,8.19256572724867,5.7151816109959634,8.13329342249874,7.043788120993673,6.999999999992273,7.0,4.936249821058426,4.7351885088807935,4.8053302296216325,4.715305486809817,4.754113121918547,4.7499999999999964,4.75
268571.93653051247,7.0,4.561658337705565,8.7273260806177,6.999999999993818,7.7839001758893085,5.02951823470202,4.681003158056729,4.749999999999997,4.705927502981726,4.947402363152864,5.799293362822909,8.818196256836583,7.101426899306559,7.125495901850173,6.999999999992273,7.0,4.918521707098398,4.766678185704497,4.692487960345591,4.774746721656592,4.752149052650516,4.7499999999999964,4.75
268831.94808658166,7.0,9.374744342270608,5.093414229199954,6.999999999993818,7.842541510747281,4.4595032656612545,4.835940402627836,4.749999999999997,4.778936853057379,9.298358461414434,8.158788251898459,5.140531718957739,5.842016318825583,7.737597968890759,6.999999999992273,7.0,4.531007964810202,4.732293582751231,4.806913218326203,4.767793079528991,4.745632944095212,4.7499999999999964,4.75
269091.9596426508,7.0,4.71335196296773,8.89743283239046,6.999999999993818,5.8643552872980065,5.04829905289531,4.653694026116607,4.749999999999997,4.757775503571816,4.6829641624026,5.917976583819416,8.805948660640292,8.41989064867445,7.335947364432803,6.999999999992273,7.0,4.998275139655996,4.768011088746745,4.73580701587465,4.719975272088351,4.7508667356020196,4.7499999999999964,4.75
269371.97208764835,7.0,8.95752209663335,5.494851902594046,6.999999999993818,8.552680439071692,4.448745080167167,4.840345596570978,4.749999999999997,4.718088057827382,8.911347225810838,7.781158775341669,5.350939421820795,5.531315318684663,6.8335956965651645,6.999999999992273,7.0,4.512017250211197,4.7331459530382745,4.798346261602151,4.787686656866757,4.755810284685965,4.7499999999999964,4.75
269631.98364371754,7.0,5.474554611752911,6.269352437893713,6.999999999993818,5.394519745487423,5.040686030715782,4.6832699445895996,4.749999999999997,4.789332018497212,8.219123459662663,6.581501360204281,8.535962422808463,8.27088488545957,7.587063153243794,6.999999999992273,7.0,4.936249821058456,4.764726004132072,4.772744132754487,4.713705201906523,4.746992452846356,4.7499999999999964,4.75
269891.9951997867,7.0,5.608986376233663,8.622749115117955,6.999999999993818,8.686888704160388,4.498603431293946,4.690557317161221,4.749999999999997,4.7069271676327,4.94740236315293,6.698636006040731,8.439974464447447,6.264870411913549,7.6655376379456115,6.999999999992273,7.0,4.918521707098387,4.740303780118235,4.664915096684196,4.780402530392011,4.746988337025307,4.7499999999999964,4.75
270152.0067558558,10.0,9.480716536114391,8.196932165452415,7.553773603795791,8.106802572246798,5.031908922423877,4.908364121140058,4.754917668215243,4.901500836086176,9.589782344462554,8.51535296095465,8.031201074323185,8.555750392274756,8.356585701507983,7.375841607088673,7.228129974139981,4.875928349002124,4.7946488269479985,4.861253252055079,4.79716203678112,4.783272876573968,4.7540467418812185,4.752030861796322
270432.01920085336,10.0,10.016817762568044,9.446894003522155,8.187033187051657,9.407936531212583,4.954290542171955,4.813571684276602,4.7556185623151155,4.829657917952546,9.816037046370784,9.151649527872848,9.369406806350645,9.130564057506467,9.024747979718223,8.09613848194168,7.795644637586488,4.847320097041384,4.794045027641758,4.843883621592437,4.790106611685089,4.78848134287105,4.757207777112712,4.752818081803134
270692.03075692256,10.0,10.101942558394743,9.560470369341173,8.403475173739311,9.587695863573591,4.939305265116611,4.81549418822443,4.7568756548088045,4.843712754773851,9.8634022023107,9.328422334498866,9.609879933518627,9.29556405530514,9.240181354497501,8.469556994339111,8.072329988874595,4.847549807698028,4.798937901304833,4.868070036432368,4.791965216951818,4.79668485330646,4.768587194444181,4.754183843063337
270952.0423129917,10.0,10.147430472193324,9.636354409091469,8.556319299185391,9.71489765905153,4.923793468156444,4.817923145099241,4.758335909334353,4.85332658217875,9.897141188581125,9.445941714701712,9.772154712761706,9.398673275608337,9.388833571241085,8.868677953746984,8.295696306985418,4.847913243243416,4.8032845982112535,4.881444890893902,4.79443819480217,4.803710872279264,4.791153616894749,4.757246607269889
271212.0538690609,10.0,10.169375838175325,9.692134579470821,8.686191134556429,9.806941933083388,4.90832001977113,4.820357707291511,4.762757317412741,4.859517149606277,9.921998677697824,9.531798254596696,9.881903663414173,9.472966286363555,9.498926979190806,9.214718701863598,8.531708054524946,4.848261180871911,4.807097443940429,4.887552970070539,4.79696583447385,4.809651327620099,4.821378505088386,4.762773397475911
271492.06631405844,10.0,10.175638714566873,9.738254988889842,8.85835977511436,9.878816282912458,4.892428477464981,4.8228301795225965,4.771533017651984,4.863305445868218,9.94192738853385,9.602235677822652,9.961428193378552,9.534245584734107,9.589359394838374,9.493912434267486,8.786348278350411,4.84856671940983,4.810692502852014,4.8885815654149924,4.799595103266081,4.815044550621067,4.844975655256301,4.771394987637636
271752.07787012757,10.0,10.170171955590167,9.772281262686324,9.040433231841964,9.92735127796978,4.878953258974718,4.824947272303915,4.782858644074151,4.864847210082086,9.955874564234236,9.653744089302608,10.010501696996231,9.579759437727063,9.655119207372156,9.667697003406966,9.002607105521347,4.848777872190572,4.813632240109522,4.886100574478161,4.801909787902934,4.81928475031394,4.858952593585868,4.781904106853283
272012.08942619676,10.0,10.156968304134985,9.80020486466011,9.220084340492477,9.962893001629043,4.867121724521228,4.826888005562834,4.796833547896968,4.86501852029061,9.9665843659048,9.695636349484234,10.04241773046102,9.617545899314692,9.708093272727348,9.78797607580246,9.193310665094472,4.848925262566062,4.81624938267134,4.881542524999378,4.804094286079417,4.822913946286201,4.86769983967627,4.793249386172088
272272.1009822659,10.0,10.13833597563891,9.823512802993026,9.384543961866624,9.988519370917285,4.857202667254492,4.828660587290342,4.812591320712952,4.864230724568002,9.974841003710555,9.730288701246298,10.061515631463665,9.649560320907815,9.751363740355778,9.873294514213578,9.35037066358158,4.849019278421723,4.818592477469353,4.8758190124106955,4.806151528976804,4.826032857364369,4.872659138069349,4.802435604016199
272552.11342726345,10.0,10.114424881771457,9.844617875564541,9.539163423994557,10.007594964166284,4.848818673666033,4.830395725198461,4.83011655566833,4.862682682776907,9.981640405107655,9.76138054809861,10.071279926756747,9.679075119796705,9.789580216345701,9.93850929448878,9.481148021911062,4.849073375804261,4.820854590188433,4.869151132982741,4.808232523719297,4.828914432265126,4.874944237283413,4.810497717705604
